story_id,company_name,industry_1,industry_2,industry_3
powerbi_430,INTEGRIS Health,hospitals and health care,business consulting and services,information technology & services
powerbi_431,Johnson Controls,construction,it services and it consulting,business consulting and services
powerbi_432,Avanade,IT Services and IT Consulting,"Technology, Information and Internet",Business Consulting and Services
powerbi_433,King County Department of Information Technology,it services and it consulting,government,non-profit organizations
powerbi_434,Iberia Express,airline,travel,transportation
powerbi_435,Oregon State University,higher education,it services and it consulting,hospitals and health care
powerbi_436,Southern New Hampshire University (SNHU),Education,Non-profit,Higher Education
powerbi_437,Mitsubishi Electric,Industrial Machinery Manufacturing,"Electrical Equipment, Appliance and Component Manufacturing",IT Services
powerbi_438,Bodega Doña Felisa S.L.,food and beverage services,wine production,other
powerbi_439,Marks & Spencer,retail,business consulting and services,"technology, information and internet"
powerbi_440,Grant Thornton UK LLP,Business Consulting and Services,IT Services and IT Consulting,Professional Services
powerbi_441,City of Ottawa,Government,Healthcare,IT Services
powerbi_442,Sunshine Holdings,healthcare,fast-moving consumer goods,agribusiness
powerbi_443,Munich Re,Insurance,Financial Services,Business Consulting
powerbi_444,Nebraska Department of Education,education,government,non-profit
powerbi_445,Duquesne University,higher education,education administration programs,non-profit organizations
powerbi_446,Royal Automobile Club of Western Australia (RAC WA),Other,"Transportation, Logistics, Supply Chain and Storage",Professional Services
powerbi_447,Bodegas Vega de Yuco S.A.T.,Food and Beverage Services,Manufacturing,Other
powerbi_448,Yapı Kredi,Financial Services,Banking,Financial
powerbi_449,SSE Renewables,"Technology, Information and Internet",Energy and Utilities,Environmental Services
powerbi_450,Bank of Khyber (BOK),Financial Services,Retail,Commercial Banking
powerbi_451,Galadari Food and Beverage (GFAB),food_and_beverage_services,retail,hospitality
powerbi_452,Kern County,"technology, information and internet",government,public administration
powerbi_453,New York City Department of Environmental Protection,environmental services,government,utilities
powerbi_454,Coca-Cola Beverages Philippines (CCBPI),Food and Beverage Services,Consumer Goods,Manufacturing
powerbi_455,CSG,IT Services,IT Consulting,Business Intelligence
powerbi_456,Ville de Laval,Local Government,Public Administration,Smart City
powerbi_457,Air Astana,airline,transportation,aviation
powerbi_458,SLMG Beverages Private Limited,business consulting and services,software development,food and beverage services
powerbi_459,Morgan Sindall Group PLC,construction,it services and it consulting,business consulting and services
powerbi_460,Robert Walters Group,Staffing and Recruiting,Business Consulting and Services,Professional Recruitment
powerbi_461,La Pontezuela,food and beverage services,oil and gas,manufacturing
powerbi_462,University of Pardubice,higher education,it services and it consulting,education administration programs
powerbi_463,Walgreens,Retail,Healthcare,Pharmacy
powerbi_464,Lhoist,construction,mining,chemicals
powerbi_465,Cobase,Financial Services,"Technology, Information and Internet",Software Development
powerbi_466,Montgomery County Government,Government,Healthcare,Public Administration
powerbi_467,PROTORIA,retail,it services and it consulting,"technology, information and internet"
powerbi_468,RHI Magnesita,Construction,Materials,Manufacturing
powerbi_469,Ernst & Young LLP,Business Consulting and Services,Financial Services,Professional Training and Coaching
powerbi_470,Toyota Motor North America,motor vehicle manufacturing,manufacturing,industry
powerbi_471,Hampshire & Isle of Wight Fire and Rescue Service,public administration,non-profit organizations,healthcare
powerbi_472,Kinleigh Folkard & Hayward,Business Consulting and Services,Construction,Real Estate
powerbi_473,Moneysworth & Best Quality Shoe Care,Retail,Manufacturing,Footwear
powerbi_474,Rolls-Royce,Manufacturing,"Technology, Information and Internet",Engineering
powerbi_475,Inlitix,Business Intelligence,Software Development,"Technology, Information and Internet"
powerbi_476,"University of Medicine, Pharmacy, Science, and Technology of Târgu Mureș (UMFST)",higher education,hospitals and health care,"technology, information and internet"
powerbi_477,WWF Italia,non-profit,environmental services,conservation
powerbi_478,Milton Keynes University Hospital,hospitals and health care,"technology, information and internet",information technology & services
powerbi_479,Nokia Mobile Networks,Telecommunications,Electronics,Technology
powerbi_480,ASOS,Retail,Fashion and Cosmetics,E-commerce
powerbi_481,Judicial Branch of the Dominican Republic,IT Services and IT Consulting,Government,Legal Services
powerbi_482,Vitaldent,hospitals and health care,medical practices,healthcare
powerbi_483,Seattle Visiting Nurse Association (SVNA),healthcare,hospitality,non-profit
powerbi_484,FortisAlberta,construction,energy,utilities
powerbi_485,H&M Group,retail,clothing,fashion
powerbi_486,Edible Arrangements,Retail,Food Service,Business Services
powerbi_487,Procter & Gamble (P&G),Consumer Goods,Retail,Manufacturing
powerbi_488,San Francisco Municipal Transportation Agency (SFMTA),it services and it consulting,business consulting and services,"technology, information and internet"
powerbi_489,Jacksonville University,higher education,business consulting and services,education administration programs
powerbi_490,Microsoft,"Technology, Information and Internet",Software Development,Information Technology & Services
powerbi_491,Almacenes Siderometalúrgicos SA (Alsimet),Manufacturing,Steel,Metals
powerbi_492,GIRA DENTAL,healthcare,technology,insurance
powerbi_493,Intesa Sanpaolo Group,financial services,construction,real estate
powerbi_494,Mainstream Renewable Power,Renewable Energy,Power Industry,Sustainable Development
powerbi_495,Giant Eagle,Retail,Food,Pharmacy
powerbi_496,Miami Dolphins,Sports,Entertainment,Event Management
powerbi_497,Patterson Companies,Healthcare,Animal Health,Veterinary Services
powerbi_498,Clarion Housing Association,housing,social_housing,non_profit
powerbi_499,"Lillestrøm municipality, InfoTiles",construction,it services and it consulting,government
powerbi_500,Dom Development,real estate,construction,business consulting and services
powerbi_501,ZF,automotive,manufacturing,technology
powerbi_502,Rotherham NHS Foundation Trust,Healthcare,Non-Profit,Public Services
powerbi_503,Microsoft,IT Services,Software Development,"Technology, Information and Internet"
powerbi_504,Syngenta Group,agricultural,technology,innovator
powerbi_505,Edible Arrangements,Retail,Food and Beverage Services,Consumer Services
powerbi_506,Kumba Iron Ore,Mining,Construction,Oil and Gas
powerbi_507,Ingram Micro,Information Technology Services,Business Consulting and Services,Software Development
powerbi_508,Bristol City Council,government,non-profit organization,social services
powerbi_509,Telia,Telecommunications,Retail,IT Services
powerbi_510,Willis Towers Watson,business consulting and services,insurance,financial services
powerbi_511,Tetra Pak,Food and Beverage,Packaging,Manufacturing
powerbi_512,Assistance Coordination Unit (ACU),non-profit organizations,humanitarian services,"technology, information and internet"
powerbi_513,Lebanese Red Cross,non-profit organizations,hospitals and health care,human services
powerbi_514,EQ,"technology, finance and administrative services",financial services,outsourcing
powerbi_515,Axpo,Renewable Energy,Energy Trading,Sustainability
powerbi_516,Toyota Motor North America,motor vehicle manufacturing,manufacturing,consumer services
powerbi_517,Rx.Health,Hospitals and Health Care,"Technology, Information and Internet",Business Consulting and Services
powerbi_518,Azerbaijani Ministry of Education,education administration programs,higher education,it services and it consulting
powerbi_519,Fermax,Technology,Information Technology,Manufacturing
powerbi_520,KPMG LLC,Business Consulting and Services,IT Services and IT Consulting,Advisory
powerbi_521,Konica Minolta,Information Technology & Services,"Technology, Information and Internet",Business Consulting and Services
powerbi_522,Grundfos,water management,pumps manufacturing,environmental solutions
powerbi_523,Blue Yonder,retail,business consulting and services,"technology, information and internet"
powerbi_524,HIAS,Non-profit Organizations,Humanitarian Services,Refugee Support
powerbi_525,Toyota Ukraine,Automotive,Manufacturing,Retail
powerbi_526,,Financial Services,Asset Management,Investment
powerbi_527,Team Rubicon,non-profit organizations,hospitals and health care,"technology, information and internet"
