story_id,company_name,company_org,industry_1,industry_2,industry_3,industry_4
powerbi_342,the hanover insurance group,the hanover insurance group,financial services,insurance,technology,Financial And Insurance Activities
powerbi_343,nova chemicals,nova chemicals,chemicals,plastics manufacturing,industrial materials,MANUFACTURING
powerbi_344,finastra,finastra,financial services,software development,business consulting and services,Financial And Insurance Activities
powerbi_345,pkp energetyka,pkp energetyka,"technology, information and internet",energy and utilities,infrastructure,Information And Communication
powerbi_346,derbyshire constabulary,derbyshire constabulary,public administration,law enforcement,government agency,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
powerbi_347,laliga,laliga,sports,entertainment,technology,"Arts, Entertainment and Recreation"
powerbi_348,swiss reinsurance company ltd,swiss re,financial services,insurance,business consulting and services,Financial And Insurance Activities
powerbi_349,ferring pharmaceuticals,ferring pharmaceuticals,hospitals and health care,pharmaceuticals,"technology, information and internet",Human Health And Social Work Activities
powerbi_350,emirates group,emirates group,airline,travel services,aviation,TRANSPORTATION AND STORAGE
powerbi_351,grupo bimbo,grupo bimbo,food and beverage services,manufacturing,retail,Accommodation and Food Service Activities
powerbi_352,aquashield europe,aquashield europe,water_purification,environmental_services,technology,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES"
powerbi_353,ardent mills,ardent mills,food processing,manufacturing,agri-business,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
powerbi_354,vodafone,vodafone,telecommunications,it services,"technology, information and internet",Information and Communication
powerbi_355,dinçer lojistik,dinçer lojistik,"transportation, logistics, supply chain and storage",business consulting and services,industrial machinery manufacturing,Transportation and Storage
powerbi_356,zf,zf group,manufacturing,software development,technology,Manufacturing
powerbi_357,catholic district school board of eastern ontario,catholic district school board of eastern ontario,education,non-profit,government,Education
powerbi_358,american tire distributors,american tire distributors,retail,logistics,manufacturing,Wholesale And Retail Trade
powerbi_359,"mv transportation, inc.",mv transportation,transportation,logistics,passenger transportation,Transportation and Storage
powerbi_360,carbery group,carbery group,food and beverage services,manufacturing,food manufacturing,Accommodation and Food Service Activities
powerbi_361,taylor wimpey,taylor wimpey,construction,real estate,business consulting and services,Construction
powerbi_362,ottobock,otto bock healthcare gmbh,hospitals and health care,"technology, information and internet",manufacturing,Human Health And Social Work Activities
powerbi_363,ortec finance,ortec finance,financial services,software development,"technology, information and internet",Financial And Insurance Activities
powerbi_364,chevron corporation,chevron,oil and gas,energy,chemical,"Electricity, Gas, Steam and Air Conditioning Supply"
powerbi_365,the real green food co.,the real green food co.,food and beverage,manufacturing,wholesale,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
powerbi_366,facq,facq,construction,business consulting and services,professional training and coaching,Construction
powerbi_367,techem energy services,techem gmbh,real estate,construction,it services and it consulting,Real Estate Activities
powerbi_368,villagemd,villagemd,hospitals and health care,business consulting and services,"technology, information and internet",Human Health And Social Work Activities
powerbi_369,pwc,pricewaterhousecoopers (pwc),accounting,business consulting and services,financial services,"Professional, Scientific and Technical Activities"
powerbi_370,jardine engineering corporation (jec),jardine engineering corporation,engineering,construction,it services and it consulting,"Professional, Scientific and Technical Activities"
powerbi_371,ontic,ontic,aerospace,engineering,manufacturing,MANUFACTURING
powerbi_372,seven bank,"seven bank, ltd.",financial services,"technology, information, and internet",banking,Financial And Insurance Activities
powerbi_373,bolloré transport & logistics,bollore transports & logistics,"transportation, logistics, supply chain and storage",business consulting and services,information technology & services,Transportation and Storage
powerbi_374,ahold delhaize,ahold delhaize,retail,food and beverage services,business consulting and services,Wholesale And Retail Trade
powerbi_375,sunweb group,sunweb,travel,technology,software development,Administrative and Support Service Activities
powerbi_376,bosch,bosch,industrial,manufacturing,it services,Manufacturing
powerbi_377,atos,atos,it services and it consulting,digital transformation,"technology, information and internet","Professional, Scientific and Technical Activities"
powerbi_378,meratus,meratus,integrated maritime and logistics,logistics,maritime,TRANSPORTATION AND STORAGE
powerbi_379,mukuru group of companies,mukuru shared services,financial services,"technology, information and internet",next gen financial services platform,Financial And Insurance Activities
powerbi_380,chedid capital,chedid capital,financial services,insurance,reinsurance,Financial And Insurance Activities
powerbi_381,advertising specialty institute (asi),advertising specialty institute,advertising services,business consulting and services,"technology, information and internet","Professional, Scientific and Technical Activities"
powerbi_382,best-hall oy,best-hall,logistics,warehousing,production-related industries,TRANSPORTATION AND STORAGE
powerbi_383,dextra,dextra group,construction,industrial infrastructure and development supply,manufacturing,Construction
powerbi_384,eam gmbh & co. kg,eam gmbh & co. kg,energy,utilities,other,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_385,arm ltd.,arm,software development,"technology, information and internet",it services and it consulting,Information And Communication
powerbi_386,"ministry of economy, trade and industry (meti)","ministry of economy, trade and industry",business consulting and services,government,non-profit organizations,"Professional, Scientific and Technical Activities"
powerbi_387,dp world,dp world,"transportation, logistics, supply chain and storage",manufacturing,wholesale,Transportation and Storage
powerbi_388,paypal,paypal,financial services,"technology, information and internet",business consulting and services,Financial And Insurance Activities
powerbi_389,call2recycle,call2recycle,non-profit organizations,environmental services,"technology, information and internet",Administrative and Support Service Activities
powerbi_390,multichoice,multichoice group,entertainment,"technology, information and internet",information technology & services,"Arts, Entertainment and Recreation"
powerbi_391,ferrovie dello stato italiane,ferrovie dello stato,construction,"transportation, logistics, supply chain and storage",information technology & services,Construction
powerbi_392,indus towers limited,indus towers,telecommunications,information technology,infrastructure,Information and Communication
powerbi_393,phihong,phihong technology,"appliances, electrical, and electronics manufacturing",energy solutions,electronic vehicle charger manufacturer,Manufacturing
